File,Line,Category,Type,TODO Text,Context
packages/universal-agent-context/.augment/workflows/bug-fix.prompt.md,129,augment,md,**Bug:** {brief description},## Bug Fix Design |  | **Bug:** {brief description} | **Root Cause:** {root cause} | 
packages/universal-agent-context/.augment/workflows/bug-fix.prompt.md,174,augment,md,async def test_bug_fix_regression():,"# Step 1: Write failing test | @pytest.mark.asyncio | async def test_bug_fix_regression(): |     """"""Test that bug is fixed."""""" |     # Arrange"
packages/universal-agent-context/.augment/workflows/bug-fix.prompt.md,175,augment,md,"""""""Test that bug is fixed.""""""","@pytest.mark.asyncio | async def test_bug_fix_regression(): |     """"""Test that bug is fixed."""""" |     # Arrange |     setup_bug_scenario()"
packages/universal-agent-context/.augment/workflows/bug-fix.prompt.md,177,augment,md,setup_bug_scenario(),"    """"""Test that bug is fixed."""""" |     # Arrange |     setup_bug_scenario() |      |     # Act"
packages/universal-agent-context/.augment/workflows/bug-fix.prompt.md,180,augment,md,result = await function_with_bug(),     |     # Act |     result = await function_with_bug() |      |     # Assert
packages/universal-agent-context/.augment/workflows/bug-fix.prompt.md,189,augment,md,async def function_with_bug():,```python | # Step 2: Implement fix | async def function_with_bug(): |     # Before: Buggy implementation |     # if condition:  # ❌ Wrong condition
packages/universal-agent-context/.augment/workflows/bug-fix.prompt.md,190,augment,md,# Before: Buggy implementation,# Step 2: Implement fix | async def function_with_bug(): |     # Before: Buggy implementation |     # if condition:  # ❌ Wrong condition |     
packages/universal-agent-context/.augment/workflows/bug-fix.prompt.md,201,augment,md,uv run pytest tests/test_{component}.py::test_bug_fix_regression -v,```bash | # Step 3: Run regression test | uv run pytest tests/test_{component}.py::test_bug_fix_regression -v |  | # Step 4: Run all tests
packages/universal-agent-context/.augment/workflows/bug-fix.prompt.md,262,augment,md,**Goal:** Document bug and fix for future reference,### Step 6: Document the Fix |  | **Goal:** Document bug and fix for future reference |  | **Actions:**
packages/universal-agent-context/.augment/workflows/bug-fix.prompt.md,275,augment,md,## Bug: {brief description},cat >> .augment/memory/component-failures.memory.md << EOF |  | ## Bug: {brief description} |  | **Date:** {date}
packages/universal-agent-context/.augment/workflows/bug-fix.prompt.md,291,augment,md,{how to prevent similar bugs}, | **Prevention:** | {how to prevent similar bugs} |  | EOF
packages/universal-agent-context/.augment/workflows/bug-fix.prompt.md,300,augment,md,# Fix for bug #{issue_number}: {brief description},# Add comment explaining the fix | async def fixed_function(): |     # Fix for bug #{issue_number}: {brief description} |     # Previous implementation had {problem} |     # Now correctly handles {scenario}
packages/universal-agent-context/.augment/workflows/bug-fix.prompt.md,310,augment,md,"""Fixed bug in {component}: {brief description}. Root cause: {root_cause}. Added regression test."" \","```bash | python .augment/context/cli.py add integrated-workflow-2025-10-20 \ |     ""Fixed bug in {component}: {brief description}. Root cause: {root_cause}. Added regression test."" \ |     --importance 0.9 | ```"
packages/universal-agent-context/.augment/workflows/bug-fix.prompt.md,316,augment,md,## Bug Fix: {brief description},**GitHub Issue:** | ```markdown | ## Bug Fix: {brief description} |  | **Component:** {component}
packages/universal-agent-context/.augment/workflows/bug-fix.prompt.md,349,augment,md,- [ ] Bug reproduces reliably, | ### Overall Success Criteria | - [ ] Bug reproduces reliably | - [ ] Root cause identified | - [ ] Fix implemented with regression test
packages/universal-agent-context/.augment/workflows/bug-fix.prompt.md,355,augment,md,- [ ] Bug documented,- [ ] No regressions introduced | - [ ] Quality gates pass | - [ ] Bug documented | - [ ] AI context updated | 
packages/universal-agent-context/.augment/workflows/bug-fix.prompt.md,369,augment,md,### 1. Bug Fix Report,## Output/Deliverables |  | ### 1. Bug Fix Report | ```json | {
packages/universal-agent-context/.augment/workflows/bug-fix.prompt.md,372,augment,md,"""bug"": {","```json | { |   ""bug"": { |     ""description"": ""{description}"", |     ""component"": ""{component}"","
packages/universal-agent-context/.augment/workflows/bug-fix.prompt.md,385,augment,md,"""regression_test"": ""tests/test_{component}.py::test_bug_fix""","    ""description"": ""{fix_description}"", |     ""files_changed"": [""{file1}"", ""{file2}""], |     ""regression_test"": ""tests/test_{component}.py::test_bug_fix"" |   }, |   ""validation"": {"
packages/universal-agent-context/.augment/workflows/bug-fix.prompt.md,406,augment,md,- Bug documented, | ### 4. GitHub Issue | - Bug documented | - Fix documented | - Issue closed
packages/universal-agent-context/.augment/workflows/bug-fix.prompt.md,416,augment,md,# Track bug investigation,"### AI Context Management | ```python | # Track bug investigation | context_manager.add_message( |     session_id=""integrated-workflow-2025-10-20"","
packages/universal-agent-context/.augment/workflows/bug-fix.prompt.md,420,augment,md,"content=f""Investigating bug in {component}: {description}"",","    session_id=""integrated-workflow-2025-10-20"", |     role=""user"", |     content=f""Investigating bug in {component}: {description}"", |     importance=0.9 | )"
packages/universal-agent-context/.augment/workflows/bug-fix.prompt.md,436,augment,md,"content=f""Bug fixed with regression test. All tests pass."",","    session_id=""integrated-workflow-2025-10-20"", |     role=""assistant"", |     content=f""Bug fixed with regression test. All tests pass."", |     importance=0.9 | )"
packages/universal-agent-context/.augment/workflows/bug-fix.prompt.md,452,augment,md,# Track bug fix metrics,"### Development Observability | ```python | # Track bug fix metrics | @track_execution(""bug_fix"") | async def fix_bug(component: str, bug_id: str):"
packages/universal-agent-context/.augment/workflows/bug-fix.prompt.md,453,augment,md,"@track_execution(""bug_fix"")","```python | # Track bug fix metrics | @track_execution(""bug_fix"") | async def fix_bug(component: str, bug_id: str): |     # Bug fix tracked automatically"
packages/universal-agent-context/.augment/workflows/bug-fix.prompt.md,454,augment,md,"async def fix_bug(component: str, bug_id: str):","# Track bug fix metrics | @track_execution(""bug_fix"") | async def fix_bug(component: str, bug_id: str): |     # Bug fix tracked automatically |     pass"
packages/universal-agent-context/.augment/workflows/bug-fix.prompt.md,455,augment,md,# Bug fix tracked automatically,"@track_execution(""bug_fix"") | async def fix_bug(component: str, bug_id: str): |     # Bug fix tracked automatically |     pass | "
packages/universal-agent-context/.augment/workflows/bug-fix.prompt.md,467,augment,md,## Common Bug Patterns,--- |  | ## Common Bug Patterns |  | ### 1. Async/Await Issues
packages/universal-agent-context/.augment/workflows/bug-fix.prompt.md,471,augment,md,# Bug: Missing await,### 1. Async/Await Issues | ```python | # Bug: Missing await | async def get_data(): |     result = fetch_data()  # ❌ Missing await
packages/universal-agent-context/.augment/workflows/bug-fix.prompt.md,484,augment,md,# Bug: Connection not closed,### 2. Database Connection Leaks | ```python | # Bug: Connection not closed | async def get_session(session_id): |     redis = await create_redis_connection()
packages/universal-agent-context/.augment/workflows/bug-fix.prompt.md,502,augment,md,# Bug: No error handling,### 3. Missing Error Handling | ```python | # Bug: No error handling | async def get_ai_response(prompt): |     response = await ai_provider.generate(prompt)  # ❌ No error handling
packages/universal-agent-context/.augment/workflows/bug-fix.prompt.md,525,augment,md,- Debugging Context: `.augment/context/debugging.context.md`, | ### TTA Documentation | - Debugging Context: `.augment/context/debugging.context.md` | - Component Failures: `.augment/memory/component-failures.memory.md` | - Testing Patterns: `.augment/memory/testing-patterns.memory.md`
packages/universal-agent-context/.augment/workflows/bug-fix.prompt.md,531,augment,md,"- Debugger: `pdb`, `ipdb`","### Tools | - pytest: `uv run pytest` | - Debugger: `pdb`, `ipdb` | - Linting: `uvx ruff check` | - Type checking: `uvx pyright`"
packages/universal-agent-context/.augment/workflows/bug-fix.prompt.md,537,augment,md,**Note:** Always write a regression test before fixing the bug. This ensures the bug is caught if it reappears.,--- |  | **Note:** Always write a regression test before fixing the bug. This ensures the bug is caught if it reappears. |  | 
packages/universal-agent-context/.augment/workflows/quality-gate-fix.prompt.md,147,augment,md,# Run with debugging,uv run pytest tests/component_name/ -v |  | # Run with debugging | uv run pytest tests/component_name/test_file.py::test_function --pdb | ```
packages/universal-agent-context/.augment/workflows/quality-gate-fix.prompt.md,176,augment,md,"**Note:** For comprehensive coverage improvement, use `.augment/workflows/test-coverage-improvement.prompt.md`","4. Verify coverage meets threshold |  | **Note:** For comprehensive coverage improvement, use `.augment/workflows/test-coverage-improvement.prompt.md` |  | **Quick Coverage Fix:**"
packages/universal-agent-context/.augment/workflows/quality-gate-fix.prompt.md,557,augment,md,- Bug Fix: `.augment/workflows/bug-fix.prompt.md`,### Related Workflows | - Test Coverage Improvement: `.augment/workflows/test-coverage-improvement.prompt.md` | - Bug Fix: `.augment/workflows/bug-fix.prompt.md` | - Component Promotion: `.augment/workflows/component-promotion.prompt.md` | 
packages/universal-agent-context/.augment/workflows/quality-gate-fix.prompt.md,562,augment,md,**Note:** Document all quality gate fixes in `.augment/memory/quality-gates.memory.md` for future reference.,--- |  | **Note:** Document all quality gate fixes in `.augment/memory/quality-gates.memory.md` for future reference. |  | 
packages/universal-agent-context/.augment/workflows/component-promotion.prompt.md,336,augment,md,- Critical bug discovered,### Failure Criteria (Rollback Triggers) | - Any quality gate fails | - Critical bug discovered | - Performance degradation >20% | - Error rate >1%
packages/universal-agent-context/.augment/workflows/component-promotion.prompt.md,444,augment,md,- Critical bug discovered,### When to Rollback | - Quality gates fail post-deployment | - Critical bug discovered | - Performance degradation | - Security issue found
packages/universal-agent-context/.augment/workflows/component-promotion.prompt.md,486,augment,md,**Note:** Always validate promotion criteria before executing promotion. Rollback is easier than fixing production issues.,--- |  | **Note:** Always validate promotion criteria before executing promotion. Rollback is easier than fixing production issues. |  | 
packages/universal-agent-context/.augment/workflows/feature-implementation.prompt.md,546,augment,md,- Bug Fix: `.augment/workflows/bug-fix.prompt.md`,- Quality Gate Fix: `.augment/workflows/quality-gate-fix.prompt.md` | - Test Coverage Improvement: `.augment/workflows/test-coverage-improvement.prompt.md` | - Bug Fix: `.augment/workflows/bug-fix.prompt.md` |  | ---
packages/universal-agent-context/.augment/workflows/feature-implementation.prompt.md,550,augment,md,**Note:** This workflow ensures systematic feature implementation following TTA standards and quality gates.,--- |  | **Note:** This workflow ensures systematic feature implementation following TTA standards and quality gates. |  | 
packages/universal-agent-context/.augment/workflows/test-coverage-improvement.prompt.md,546,augment,md,"**Note:** Focus on meaningful tests that verify behavior, not just increase coverage numbers.","--- |  | **Note:** Focus on meaningful tests that verify behavior, not just increase coverage numbers. |  | "
packages/universal-agent-context/.augment/instructions/quality-gates.instructions.md,418,augment,md,- Log errors for debugging,- Catch and handle subprocess errors | - Provide context in error messages | - Log errors for debugging | - Return structured error information | - Fail gracefully with clear messages
packages/universal-agent-context/.augment/instructions/augster-operational-loop.instructions.md,105,augment,md,## Important Notes,"``` |  | ## Important Notes |  | - **Never ask ""Do you want me to continue?""** - This violates the Autonomy maxim"
packages/universal-agent-context/.augment/instructions/component-maturity.instructions.md,63,augment,md,- 7-day stability period (no critical bugs),- Multi-component workflows tested | - Staging deployment successful | - 7-day stability period (no critical bugs) |  | **Typical Duration:** 1-2 weeks
packages/universal-agent-context/.augment/instructions/component-maturity.instructions.md,214,augment,md,- Add notes about promotion blockers,**Moving Cards:** | - Move component card when quality gates pass | - Add notes about promotion blockers | - Link to workflow reports | 
packages/universal-agent-context/.augment/instructions/component-maturity.instructions.md,255,augment,md,### TODO Comments,- `quality-gate-failure` - Quality gate failure |  | ### TODO Comments |  | Link TODO comments to GitHub issues:
packages/universal-agent-context/.augment/instructions/component-maturity.instructions.md,257,augment,md,Link TODO comments to GitHub issues:,### TODO Comments |  | Link TODO comments to GitHub issues: |  | ```python
packages/universal-agent-context/.augment/instructions/component-maturity.instructions.md,260,augment,md,# TODO(#123): Increase test coverage to 70% for staging promotion, | ```python | # TODO(#123): Increase test coverage to 70% for staging promotion | def incomplete_function(): |     pass
packages/universal-agent-context/.augment/instructions/component-maturity.instructions.md,264,augment,md,# TODO(#124): Add integration tests for database persistence,    pass |  | # TODO(#124): Add integration tests for database persistence | def database_operation(): |     pass
packages/universal-agent-context/.augment/instructions/augster-protocols.instructions.md,81,augment,md,- Current bug states or issues,### Examples of Invalid PAFs (Do NOT Store) | - Temporary implementation details | - Current bug states or issues | - Specific function implementations | - Variable names or values
packages/universal-agent-context/.augment/instructions/memory-capture.instructions.md,26,augment,md,"**Purpose**: Document failed approaches, bugs, and mistakes to prevent repetition","### Implementation Failures |  | **Purpose**: Document failed approaches, bugs, and mistakes to prevent repetition |  | **When to Capture**:"
packages/universal-agent-context/.augment/instructions/memory-capture.instructions.md,29,augment,md,- After encountering a significant bug or error that took >30 minutes to resolve, | **When to Capture**: | - After encountering a significant bug or error that took >30 minutes to resolve | - When an approach fails after substantial effort (>2 hours) | - When discovering a common pitfall or anti-pattern
packages/universal-agent-context/.augment/instructions/memory-capture.instructions.md,32,augment,md,- After debugging a complex issue with non-obvious root cause,- When an approach fails after substantial effort (>2 hours) | - When discovering a common pitfall or anti-pattern | - After debugging a complex issue with non-obvious root cause | - When a quality gate fails unexpectedly | 
packages/universal-agent-context/.augment/instructions/memory-capture.instructions.md,45,augment,md,"- **High**: Significant development blockers, major bugs affecting multiple components","**Severity Guidelines**: | - **Critical**: System-breaking issues, data loss, security vulnerabilities | - **High**: Significant development blockers, major bugs affecting multiple components | - **Medium**: Moderate issues affecting single component, workarounds available | - **Low**: Minor issues, cosmetic problems, documentation gaps"
packages/universal-agent-context/.augment/context/README.md,199,augment,md,- Capture when: Spent >30 minutes debugging or resolving an issue,"**Memory categories:** | - **implementation-failures:** Failed approaches, errors, and their resolutions |   - Capture when: Spent >30 minutes debugging or resolving an issue |   - Severity: Based on time lost and impact | - **successful-patterns:** Proven solutions and best practices"
packages/universal-agent-context/.augment/context/refactoring.context.md,499,augment,md,**Note:** Always run tests before and after refactoring to ensure behavior is preserved.,--- |  | **Note:** Always run tests before and after refactoring to ensure behavior is preserved. |  | 
packages/universal-agent-context/.augment/context/performance.context.md,532,augment,md,**Note:** Always measure before and after optimization to verify improvement.,--- |  | **Note:** Always measure before and after optimization to verify improvement. |  | 
packages/universal-agent-context/.augment/context/testing.context.md,5,augment,md,"**When to Use:** When writing tests, running test suites, debugging test failures, or improving test coverage.","**Purpose:** Quick reference for testing commands, patterns, fixtures, and best practices in TTA development. |  | **When to Use:** When writing tests, running test suites, debugging test failures, or improving test coverage. |  | ---"
packages/universal-agent-context/.augment/context/testing.context.md,210,augment,md,"@pytest.mark.xfail(reason=""Known bug"")"," | # Expected to fail | @pytest.mark.xfail(reason=""Known bug"") | def test_known_bug(): |     assert buggy_function() == expected_value"
packages/universal-agent-context/.augment/context/testing.context.md,211,augment,md,def test_known_bug():,"# Expected to fail | @pytest.mark.xfail(reason=""Known bug"") | def test_known_bug(): |     assert buggy_function() == expected_value | "
packages/universal-agent-context/.augment/context/testing.context.md,212,augment,md,assert buggy_function() == expected_value,"@pytest.mark.xfail(reason=""Known bug"") | def test_known_bug(): |     assert buggy_function() == expected_value |  | # Parametrize test"
packages/universal-agent-context/.augment/context/testing.context.md,433,augment,md,"**Note:** Good tests are fast, isolated, repeatable, and self-validating. Write tests that give you confidence to refactor and deploy.","--- |  | **Note:** Good tests are fast, isolated, repeatable, and self-validating. Write tests that give you confidence to refactor and deploy. | "
packages/universal-agent-context/.augment/context/deployment.context.md,25,augment,md,DEBUG=true,# .env.development | ENVIRONMENT=development | DEBUG=true | LOG_LEVEL=DEBUG | REDIS_URL=redis://localhost:6379
packages/universal-agent-context/.augment/context/deployment.context.md,37,augment,md,DEBUG=false,# .env.staging | ENVIRONMENT=staging | DEBUG=false | LOG_LEVEL=INFO | REDIS_URL=redis://staging-redis:6379
packages/universal-agent-context/.augment/context/deployment.context.md,49,augment,md,DEBUG=false,# .env.production | ENVIRONMENT=production | DEBUG=false | LOG_LEVEL=WARNING | REDIS_URL=redis://prod-redis:6379
packages/universal-agent-context/.augment/context/deployment.context.md,223,augment,md,#### Debugging,``` |  | #### Debugging | ```bash | # Execute command in pod
packages/universal-agent-context/.augment/context/deployment.context.md,310,augment,md,**Debugging:**,- Pod keeps restarting |  | **Debugging:** | ```bash | # 1. Check pod logs
packages/universal-agent-context/.augment/context/deployment.context.md,337,augment,md,**Debugging:**,- Cannot pull container image |  | **Debugging:** | ```bash | # 1. Check image name
packages/universal-agent-context/.augment/context/deployment.context.md,361,augment,md,**Debugging:**,- Cannot connect to service |  | **Debugging:** | ```bash | # 1. Check service
packages/universal-agent-context/.augment/context/deployment.context.md,373,augment,md,kubectl run -it --rm debug --image=busybox --restart=Never -n tta-staging -- wget -O- http://tta-api:8000/health, | # 4. Test service internally | kubectl run -it --rm debug --image=busybox --restart=Never -n tta-staging -- wget -O- http://tta-api:8000/health | ``` | 
packages/universal-agent-context/.augment/context/deployment.context.md,470,augment,md,**Note:** Always test deployments in staging before production. Monitor closely and be ready to rollback if issues arise.,--- |  | **Note:** Always test deployments in staging before production. Monitor closely and be ready to rollback if issues arise. | 
packages/universal-agent-context/.augment/context/integration.context.md,470,augment,md,**Note:** Integration tests should be run before staging deployment to ensure all components work together correctly.,--- |  | **Note:** Integration tests should be run before staging deployment to ensure all components work together correctly. |  | 
packages/universal-agent-context/.augment/context/debugging.context.md,1,augment,md,# Context: Debugging,# Context: Debugging |  | **Purpose:** Systematic debugging workflows and troubleshooting strategies for TTA development.
packages/universal-agent-context/.augment/context/debugging.context.md,3,augment,md,**Purpose:** Systematic debugging workflows and troubleshooting strategies for TTA development.,"# Context: Debugging |  | **Purpose:** Systematic debugging workflows and troubleshooting strategies for TTA development. |  | **When to Use:** When investigating bugs, errors, test failures, or unexpected behavior."
packages/universal-agent-context/.augment/context/debugging.context.md,5,augment,md,"**When to Use:** When investigating bugs, errors, test failures, or unexpected behavior.","**Purpose:** Systematic debugging workflows and troubleshooting strategies for TTA development. |  | **When to Use:** When investigating bugs, errors, test failures, or unexpected behavior. |  | ---"
packages/universal-agent-context/.augment/context/debugging.context.md,9,augment,md,## Debugging Workflow,--- |  | ## Debugging Workflow |  | ### 1. Reproduce the Issue
packages/universal-agent-context/.augment/context/debugging.context.md,30,augment,md,## Bug Report,**Example:** | ```markdown | ## Bug Report |  | **Description:** Session state not persisting after player action
packages/universal-agent-context/.augment/context/debugging.context.md,55,augment,md,- See if bug still occurs,#### Binary Search | - Comment out half the code | - See if bug still occurs | - Repeat until isolated | 
packages/universal-agent-context/.augment/context/debugging.context.md,66,augment,md,"logger.debug(f""Session state before: {session.state}"")","async def process_action(action: PlayerAction, session: Session): |     logger.info(f""Processing action: {action.type}"") |     logger.debug(f""Session state before: {session.state}"") |      |     result = await execute_action(action)"
packages/universal-agent-context/.augment/context/debugging.context.md,69,augment,md,"logger.debug(f""Action result: {result}"")","     |     result = await execute_action(action) |     logger.debug(f""Action result: {result}"") |      |     await update_session(session, result)"
packages/universal-agent-context/.augment/context/debugging.context.md,72,augment,md,"logger.debug(f""Session state after: {session.state}"")","     |     await update_session(session, result) |     logger.debug(f""Session state after: {session.state}"") |      |     return result"
packages/universal-agent-context/.augment/context/debugging.context.md,77,augment,md,#### Use Debugger,``` |  | #### Use Debugger | ```python | # Add breakpoint
packages/universal-agent-context/.augment/context/debugging.context.md,82,augment,md,# Or use IDE debugger,import pdb; pdb.set_trace() |  | # Or use IDE debugger | # Set breakpoint in IDE and run in debug mode | ```
packages/universal-agent-context/.augment/context/debugging.context.md,83,augment,md,# Set breakpoint in IDE and run in debug mode, | # Or use IDE debugger | # Set breakpoint in IDE and run in debug mode | ``` | 
packages/universal-agent-context/.augment/context/debugging.context.md,98,augment,md,**Goal:** Understand why the bug occurs,### 3. Analyze the Root Cause |  | **Goal:** Understand why the bug occurs |  | **Common Root Causes:**
packages/universal-agent-context/.augment/context/debugging.context.md,225,augment,md,**Goal:** Ensure the bug is fixed and no regressions,### 5. Verify the Fix |  | **Goal:** Ensure the bug is fixed and no regressions |  | **Verification Steps:**
packages/universal-agent-context/.augment/context/debugging.context.md,228,augment,md,1. Run the reproduction steps - bug should be gone, | **Verification Steps:** | 1. Run the reproduction steps - bug should be gone | 2. Run all tests - no regressions | 3. Run quality gates - all pass
packages/universal-agent-context/.augment/context/debugging.context.md,236,augment,md,# 1. Reproduce bug - should be fixed,**Example:** | ```bash | # 1. Reproduce bug - should be fixed | python reproduce_bug.py | 
packages/universal-agent-context/.augment/context/debugging.context.md,237,augment,md,python reproduce_bug.py,```bash | # 1. Reproduce bug - should be fixed | python reproduce_bug.py |  | # 2. Run tests
packages/universal-agent-context/.augment/context/debugging.context.md,257,augment,md,## Common TTA Debugging Scenarios,--- |  | ## Common TTA Debugging Scenarios |  | ### Scenario 1: Redis Connection Issues
packages/universal-agent-context/.augment/context/debugging.context.md,266,augment,md,**Debugging Steps:**,- Session state not persisting |  | **Debugging Steps:** | ```bash | # 1. Check Redis is running
packages/universal-agent-context/.augment/context/debugging.context.md,295,augment,md,**Debugging Steps:**,- Transaction errors |  | **Debugging Steps:** | ```python | # 1. Test query in Neo4j Browser
packages/universal-agent-context/.augment/context/debugging.context.md,302,augment,md,"logger.debug(f""Running query: {query}"")"," | # 2. Add logging | logger.debug(f""Running query: {query}"") | logger.debug(f""Parameters: {parameters}"") | "
packages/universal-agent-context/.augment/context/debugging.context.md,303,augment,md,"logger.debug(f""Parameters: {parameters}"")","# 2. Add logging | logger.debug(f""Running query: {query}"") | logger.debug(f""Parameters: {parameters}"") |  | # 3. Check query result"
packages/universal-agent-context/.augment/context/debugging.context.md,308,augment,md,"logger.debug(f""Query returned {len(records)} records"")","result = session.run(query, **parameters) | records = list(result) | logger.debug(f""Query returned {len(records)} records"") |  | # 4. Verify data exists"
packages/universal-agent-context/.augment/context/debugging.context.md,329,augment,md,**Debugging Steps:**,- Tests hang indefinitely |  | **Debugging Steps:** | ```python | # 1. Check pytest-asyncio marker
packages/universal-agent-context/.augment/context/debugging.context.md,365,augment,md,**Debugging Steps:**,- Type checking errors |  | **Debugging Steps:** | ```bash | # 1. Identify which gate failed
packages/universal-agent-context/.augment/context/debugging.context.md,398,augment,md,## Debugging Tools,--- |  | ## Debugging Tools |  | ### 1. Python Debugger (pdb)
packages/universal-agent-context/.augment/context/debugging.context.md,400,augment,md,### 1. Python Debugger (pdb),## Debugging Tools |  | ### 1. Python Debugger (pdb) | ```python | import pdb
packages/universal-agent-context/.augment/context/debugging.context.md,404,augment,md,def buggy_function():,import pdb |  | def buggy_function(): |     x = 10 |     y = 20
packages/universal-agent-context/.augment/context/debugging.context.md,407,augment,md,pdb.set_trace()  # Debugger will stop here,    x = 10 |     y = 20 |     pdb.set_trace()  # Debugger will stop here |     result = x + y |     return result
packages/universal-agent-context/.augment/context/debugging.context.md,426,augment,md,"level=logging.DEBUG,","# Configure logging | logging.basicConfig( |     level=logging.DEBUG, |     format='%(asctime)s - %(name)s - %(levelname)s - %(message)s' | )"
packages/universal-agent-context/.augment/context/debugging.context.md,433,augment,md,"logger.debug(""Debug message"")"," | # Use logging | logger.debug(""Debug message"") | logger.info(""Info message"") | logger.warning(""Warning message"")"
packages/universal-agent-context/.augment/context/debugging.context.md,440,augment,md,### 3. IDE Debugger,"``` |  | ### 3. IDE Debugger | - **VS Code:** Set breakpoints, run in debug mode | - **PyCharm:** Set breakpoints, run in debug mode"
packages/universal-agent-context/.augment/context/debugging.context.md,441,augment,md,"- **VS Code:** Set breakpoints, run in debug mode"," | ### 3. IDE Debugger | - **VS Code:** Set breakpoints, run in debug mode | - **PyCharm:** Set breakpoints, run in debug mode | - **Advantages:** Visual debugging, variable inspection, call stack"
packages/universal-agent-context/.augment/context/debugging.context.md,442,augment,md,"- **PyCharm:** Set breakpoints, run in debug mode","### 3. IDE Debugger | - **VS Code:** Set breakpoints, run in debug mode | - **PyCharm:** Set breakpoints, run in debug mode | - **Advantages:** Visual debugging, variable inspection, call stack | "
packages/universal-agent-context/.augment/context/debugging.context.md,443,augment,md,"- **Advantages:** Visual debugging, variable inspection, call stack","- **VS Code:** Set breakpoints, run in debug mode | - **PyCharm:** Set breakpoints, run in debug mode | - **Advantages:** Visual debugging, variable inspection, call stack |  | ### 4. Print Debugging"
packages/universal-agent-context/.augment/context/debugging.context.md,445,augment,md,### 4. Print Debugging,"- **Advantages:** Visual debugging, variable inspection, call stack |  | ### 4. Print Debugging | ```python | # Quick and dirty debugging"
packages/universal-agent-context/.augment/context/debugging.context.md,447,augment,md,# Quick and dirty debugging,"### 4. Print Debugging | ```python | # Quick and dirty debugging | print(f""DEBUG: variable = {variable}"") | print(f""DEBUG: type = {type(variable)}"")"
packages/universal-agent-context/.augment/context/debugging.context.md,448,augment,md,"print(f""DEBUG: variable = {variable}"")","```python | # Quick and dirty debugging | print(f""DEBUG: variable = {variable}"") | print(f""DEBUG: type = {type(variable)}"") | print(f""DEBUG: dir = {dir(variable)}"")"
packages/universal-agent-context/.augment/context/debugging.context.md,449,augment,md,"print(f""DEBUG: type = {type(variable)}"")","# Quick and dirty debugging | print(f""DEBUG: variable = {variable}"") | print(f""DEBUG: type = {type(variable)}"") | print(f""DEBUG: dir = {dir(variable)}"") | ```"
packages/universal-agent-context/.augment/context/debugging.context.md,450,augment,md,"print(f""DEBUG: dir = {dir(variable)}"")","print(f""DEBUG: variable = {variable}"") | print(f""DEBUG: type = {type(variable)}"") | print(f""DEBUG: dir = {dir(variable)}"") | ``` | "
packages/universal-agent-context/.augment/context/debugging.context.md,458,augment,md,✅ Reproduce the bug reliably, | ### DO: | ✅ Reproduce the bug reliably   | ✅ Add logging to understand flow   | ✅ Write test to catch regression  
packages/universal-agent-context/.augment/context/debugging.context.md,464,augment,md,✅ Use debugger for complex issues,✅ Document the fix   | ✅ Verify no regressions   | ✅ Use debugger for complex issues |  | ### DON'T:
packages/universal-agent-context/.augment/context/debugging.context.md,470,augment,md,"❌ Commit debugging code (print statements, pdb)","❌ Skip writing regression test   | ❌ Fix symptoms without understanding root cause   | ❌ Commit debugging code (print statements, pdb)   | ❌ Ignore related issues   | ❌ Skip verification step"
packages/universal-agent-context/.augment/context/debugging.context.md,484,augment,md,- Python Debugger: https://docs.python.org/3/library/pdb.html, | ### External Resources | - Python Debugger: https://docs.python.org/3/library/pdb.html | - pytest: https://docs.pytest.org/ | - Redis Debugging: https://redis.io/docs/manual/cli/
packages/universal-agent-context/.augment/context/debugging.context.md,486,augment,md,- Redis Debugging: https://redis.io/docs/manual/cli/,- Python Debugger: https://docs.python.org/3/library/pdb.html | - pytest: https://docs.pytest.org/ | - Redis Debugging: https://redis.io/docs/manual/cli/ | - Neo4j Debugging: https://neo4j.com/docs/cypher-manual/ | 
packages/universal-agent-context/.augment/context/debugging.context.md,487,augment,md,- Neo4j Debugging: https://neo4j.com/docs/cypher-manual/,- pytest: https://docs.pytest.org/ | - Redis Debugging: https://redis.io/docs/manual/cli/ | - Neo4j Debugging: https://neo4j.com/docs/cypher-manual/ |  | ---
packages/universal-agent-context/.augment/context/debugging.context.md,491,augment,md,"**Note:** Systematic debugging saves time. Follow the workflow, document findings, and add tests to prevent regressions.","--- |  | **Note:** Systematic debugging saves time. Follow the workflow, document findings, and add tests to prevent regressions. |  | "
packages/universal-agent-context/.augment/context/conversation_manager.py,150,augment,py,"logger.debug(f""Discovered {len(instruction_files)} instruction files"")"," |         instruction_files = list(self.instructions_dir.glob(""*.instructions.md"")) |         logger.debug(f""Discovered {len(instruction_files)} instruction files"") |         return instruction_files | "
packages/universal-agent-context/.augment/context/conversation_manager.py,319,augment,py,logger.debug(,"                relevant.append(parsed) |  |         logger.debug( |             f""Found {len(relevant)} relevant instructions for file: {current_file or 'global'}"" |         )"
packages/universal-agent-context/.augment/context/conversation_manager.py,360,augment,py,"logger.debug(f""Discovered {len(memory_files)} memory files"")","                memory_files.extend(subdir.glob(""*.memory.md"")) |  |         logger.debug(f""Discovered {len(memory_files)} memory files"") |         return memory_files | "
packages/universal-agent-context/.augment/context/conversation_manager.py,556,augment,py,logger.debug(,"        result = scored_memories[:max_memories] |  |         logger.debug( |             f""Found {len(result)} relevant memories (component={component}, tags={tags}, category={category})"" |         )"
